time,latitude,longitude,altitude,travelstate
1365678473,43.6963259,-72.2833303,0,stationary
1365680863,43.6410927,-72.327839,0,moving
1365682063,43.6410927,-72.327839,0,moving
1365683264,43.6999567,-72.288932,0,moving
1365684463,43.6998749,-72.2889627,0,moving
1365685665,43.7000912,-72.2891081,0,stationary
1365686863,43.7066976,-72.2871405,0,moving
1365688063,43.7067088,-72.2872436,0,moving
1365689263,43.7067233,-72.2872886,0,stationary
1365690463,43.706708,-72.2872691,0,stationary
1365691663,43.7067092,-72.2873147,0,stationary
1365692863,43.7067347,-72.2873131,0,moving
1365694063,43.7067076,-72.2873022,0,stationary
1365695263,43.7067003,-72.2873243,0,stationary
1365696463,43.7087383,-72.2837046,0,moving
1365697663,43.7087731,-72.2837006,0,stationary
1365698863,43.7089314,-72.284143,0,stationary
1365700063,43.7089401,-72.2841697,0,stationary
1365701263,43.70663,-72.2874423,0,moving
1365702463,43.7066091,-72.2874219,0,moving
1365703663,43.7066038,-72.2870221,0,stationary
1365704863,43.7009095,-72.2891302,0,moving
1365706063,43.6963248,-72.2833363,0,moving
1365707263,43.7049886,-72.2887389,0,moving
1365708463,43.7049988,-72.2888668,0,moving
1365709663,43.7050277,-72.2888619,0,stationary
1365710864,43.702752,-72.2857432,0,moving
1365712064,43.7029011,-72.3113689,0,moving
1365713265,43.7028169,-72.3114086,0,moving
1365714463,43.7028705,-72.3113261,0,moving
1365715663,43.702882,-72.3114752,0,stationary
1365716863,43.7028073,-72.3113151,0,stationary
1365717853,43.7060388,-72.3084166,0,moving
1365719263,43.7591731,-72.3292334,0,moving
1365720463,43.7592016,-72.3292354,0,moving
1365721663,43.7591885,-72.3292346,0,stationary
1365722863,43.7591919,-72.3292323,0,stationary
1365724063,43.7591814,-72.3292376,0,stationary
1365725263,43.7591785,-72.3292374,0,stationary
1365726463,43.7591923,-72.329237,0,stationary
1365727663,43.7591916,-72.3292352,0,stationary
1365728863,43.7591916,-72.3292352,0,stationary
1365730063,43.7591875,-72.3292329,0,stationary
1365731263,43.7591879,-72.3292348,0,stationary
1365732463,43.7591875,-72.3292332,0,stationary
1365733663,43.7591893,-72.3292332,0,stationary
1365734863,43.7591838,-72.3292363,0,stationary
1365736066,43.7591896,-72.3292376,0,stationary
1365737266,43.7591902,-72.3292372,0,stationary
1365738466,43.7591909,-72.329238,0,stationary
1365739666,43.7591914,-72.3292352,0,stationary
1365740866,43.7591914,-72.3292352,0,stationary
1365742066,43.7591934,-72.3292352,0,stationary
1365743266,43.759192,-72.3292342,0,stationary
1365744466,43.7592008,-72.3292339,0,stationary
1365745666,43.7592041,-72.3292341,0,stationary
1365746866,43.7592036,-72.3292347,0,stationary
1365748066,43.7591984,-72.3292368,0,stationary
1365749266,43.7591776,-72.3292371,0,stationary
1365750466,43.7591782,-72.3292352,0,stationary
1365751666,43.7591782,-72.3292352,0,stationary
1365752866,43.7591782,-72.3292352,0,stationary
1365754066,43.7591782,-72.3292352,0,stationary
1365755266,43.7591782,-72.3292352,0,stationary
1365756466,43.7591782,-72.3292352,0,stationary
1365757666,43.7591845,-72.3292342,0,stationary
1365758866,43.7591845,-72.3292342,0,stationary
1365760066,43.7591845,-72.3292342,0,stationary
1365761266,43.7591845,-72.3292342,0,stationary
1365762466,43.7591845,-72.3292342,0,stationary
1365763666,43.7591845,-72.3292342,0,stationary
1365764866,43.7591845,-72.3292342,0,stationary
1365765979,43.75926625,-72.32916779,224.1000061,
1365767266,43.7007605,-72.286013,0,moving
1365768466,43.7057076,-72.2888497,0,moving
1365769666,43.705238,-72.2880553,0,moving
1365770866,43.7051049,-72.2878364,0,moving
1365772066,43.7049401,-72.2881132,0,stationary
1365773266,43.7049721,-72.2881708,0,moving
1365774466,43.7049118,-72.2881168,0,moving
1365775666,43.7089497,-72.2841227,0,moving
1365776866,43.7089426,-72.2841375,0,stationary
1365778066,43.7089309,-72.2841437,0,stationary
1365779170,43.7089032,-72.2841585,0,stationary
1365780466,43.706614,-72.2873616,0,moving
1365781666,43.6997414,-72.2891106,0,moving
1365782866,43.6997012,-72.2891443,0,stationary
1365784066,43.6997239,-72.2891186,0,stationary
1365785266,43.6997097,-72.2891283,0,stationary
1365786466,43.6997674,-72.2891097,0,moving
1365787666,43.6996145,-72.289324,0,stationary
1365788866,43.7090482,-72.2839579,0,moving
1365790066,43.7089676,-72.2839702,0,moving
1365791266,43.7089626,-72.2840378,0,stationary
1365792466,43.7090848,-72.284005,0,stationary
1365793666,43.7052139,-72.2885064,0,moving
1365794866,43.7066212,-72.2874198,0,moving
1365796066,43.7066552,-72.2873396,0,moving
1365797266,43.7066324,-72.287388,0,stationary
1365798466,43.7066159,-72.2870217,0,moving
1365799666,43.7066207,-72.287001,0,stationary
1365800866,43.7066278,-72.2873446,0,moving
1365802066,43.7066483,-72.2874098,0,moving
1365803266,43.7066353,-72.2874013,0,stationary
1365804466,43.7066118,-72.2873428,0,stationary
1365805666,43.7066744,-72.2873671,0,stationary
1365806870,43.7006994,-72.2887065,0,moving
1365808066,43.7006277,-72.2887062,0,moving
1365809167,43.7006649,-72.2887092,0,stationary
1365810348,43.7028853,-72.2954584,0,moving
1365811666,43.7620341,-72.3277422,0,moving
1365812866,43.7591879,-72.329236,0,moving
1365814066,43.7591853,-72.3292352,0,moving
1365815266,43.7591853,-72.3292352,0,stationary
1365816466,43.7591853,-72.3292352,0,stationary
1365817666,43.7591853,-72.3292352,0,stationary
1365818866,43.7591853,-72.3292352,0,stationary
1365820066,43.7591901,-72.3292352,0,stationary
1365821266,43.7591901,-72.3292352,0,stationary
1365822466,43.7591901,-72.3292352,0,stationary
1365823666,43.7591901,-72.3292352,0,stationary
1365824866,43.7591869,-72.3292344,0,stationary
1365826066,43.7591869,-72.3292344,0,stationary
1365827266,43.7591869,-72.3292344,0,stationary
1365828466,43.7591901,-72.3292352,0,stationary
1365829666,43.7591901,-72.3292352,0,stationary
1365830866,43.7591901,-72.3292352,0,stationary
1365832066,43.7591901,-72.3292352,0,stationary
1365833266,43.7591869,-72.3292344,0,stationary
1365834466,43.7591869,-72.3292344,0,stationary
1365835666,43.7591869,-72.3292344,0,stationary
1365836866,43.7591869,-72.3292344,0,stationary
1365838066,43.7591901,-72.3292352,0,stationary
1365839266,43.7591869,-72.3292344,0,stationary
1365840466,43.7591869,-72.3292344,0,stationary
1365841666,43.7591901,-72.3292352,0,stationary
1365842866,43.7591869,-72.3292344,0,stationary
1365844066,43.7591901,-72.3292352,0,stationary
1365845266,43.7591901,-72.3292352,0,stationary
1365846466,43.7591901,-72.3292352,0,stationary
1365847666,43.7591901,-72.3292352,0,stationary
1365848866,43.7591901,-72.3292352,0,stationary
1365850066,43.7591901,-72.3292352,0,stationary
1365851266,43.7591901,-72.3292352,0,stationary
1365852466,43.7591901,-72.3292352,0,stationary
1365853666,43.7591901,-72.3292352,0,stationary
1365854866,43.7591901,-72.3292352,0,stationary
1365856066,43.7591901,-72.3292352,0,stationary
1365857266,43.7591901,-72.3292352,0,stationary
1365858466,43.7591901,-72.3292352,0,stationary
1365859666,43.7591901,-72.3292352,0,stationary
1365860866,43.7591901,-72.3292352,0,stationary
1365862066,43.7591869,-72.3292344,0,stationary
1365863266,43.7591869,-72.3292344,0,stationary
1365864466,43.7591901,-72.3292352,0,stationary
1365865666,43.7591901,-72.3292352,0,stationary
1365866866,43.7591852,-72.3292352,0,stationary
1365868066,43.7591901,-72.3292352,0,stationary
1365869266,43.7591869,-72.3292344,0,stationary
1365870466,43.7591859,-72.3292328,0,stationary
1365871666,43.7591943,-72.3292366,0,stationary
1365872866,43.759188,-72.329236,0,stationary
1365874066,43.7591878,-72.3292377,0,
1365875266,43.7591863,-72.3292352,0,stationary
1365876466,43.7591891,-72.3292356,0,stationary
1365877666,43.7591855,-72.3292346,0,stationary
1365878866,43.7591874,-72.3292334,0,stationary
1365880066,43.6523598,-72.2227023,0,moving
1365881266,43.6963298,-72.2833326,0,stationary
1365882466,43.6963298,-72.2833326,0,moving
1365883666,43.762034,-72.3277427,0,moving
1365883667,43.762034,-72.3277427,0,moving
1365887266,43.5077638,-72.1359471,0,moving
1365888466,43.5081116,-72.1361179,0,moving
1365889666,43.5081193,-72.136099,0,stationary
1365890559,43.50772004,-72.13573019,298,
1365892066,43.7007659,-72.2860113,0,moving
1365893266,43.7620343,-72.3277421,0,moving
1365894466,43.6963298,-72.2833326,0,moving
1365895666,43.7620327,-72.3277395,0,stationary
1365896866,43.7620327,-72.3277395,0,stationary
1365899266,43.6963298,-72.2833326,0,moving
1365900466,43.6963298,-72.2833326,0,stationary
1365901666,43.6963298,-72.2833326,0,stationary
1365902866,43.6963298,-72.2833326,0,stationary
1365904066,43.6963298,-72.2833326,0,stationary
1365905266,43.6963298,-72.2833326,0,stationary
1365906466,43.6963298,-72.2833326,0,stationary
1365907666,43.6963298,-72.2833326,0,stationary
1365908866,43.6963298,-72.2833326,0,stationary
1365910066,43.7018915,-72.295182,0,moving
1365911266,43.7018915,-72.295182,0,stationary
1365911270,43.75909432,-72.32895414,245.6999969,
1365913666,43.6963298,-72.2833326,0,stationary
1365913686,43.7592507,-72.32889065,241.6000061,
1365916066,43.6963298,-72.2833326,0,moving
1365917266,43.6963298,-72.2833326,0,moving
1365918466,43.6963298,-72.2833326,0,stationary
1365919666,43.6963298,-72.2833326,0,stationary
1365920866,43.6963298,-72.2833326,0,stationary
1365920871,43.6963298,-72.2833326,0,stationary
1365925666,43.6963298,-72.2833326,0,stationary
1365926866,43.6963298,-72.2833326,0,moving
1365926871,43.6963298,-72.2833326,0,moving
1365929266,43.6963298,-72.2833326,0,stationary
1365930466,43.6963298,-72.2833326,0,stationary
1365930471,43.6963298,-72.2833326,0,stationary
1365932866,43.6963298,-72.2833326,0,stationary
1365934066,43.7103167,-72.3220695,0,moving
1365934071,43.7103167,-72.3220695,0,moving
1365936466,43.6963298,-72.2833326,0,stationary
1365937666,43.6963298,-72.2833326,0,moving
1365938866,43.6963298,-72.2833326,0,stationary
1365940066,43.6963298,-72.2833326,0,stationary
1365941266,43.6963298,-72.2833326,0,stationary
1365942466,43.6963298,-72.2833326,0,stationary
1365943666,43.762033,-72.3277425,0,moving
1365944857,43.75923844,-72.32893993,237.6000061,
1365945964,43.75922362,-72.32910219,222.6000061,
1365947266,43.6963298,-72.2833326,0,stationary
1365947271,43.6963298,-72.2833326,0,stationary
1365949666,43.6963298,-72.2833326,0,stationary
1365950866,43.6963298,-72.2833326,0,stationary
1365951513,43.75917269,-72.32894748,261,
1365953266,43.6963298,-72.2833326,0,moving
1365954466,43.6963298,-72.2833326,0,moving
1365955666,43.6963298,-72.2833326,0,moving
1365956866,43.7591849,-72.3292378,0,
1365958066,43.7591849,-72.3292378,0,stationary
1365959266,43.75919,-72.3292364,0,stationary
1365960466,43.7591838,-72.3292363,0,stationary
1365961666,43.7591838,-72.3292363,0,stationary
1365962866,43.7591838,-72.3292363,0,stationary
1365964066,43.7591838,-72.3292363,0,stationary
1365965266,43.7591848,-72.3292333,0,stationary
1365966466,43.7591908,-72.3292336,0,stationary
1365967666,43.7591908,-72.3292336,0,stationary
1365968866,43.7591908,-72.3292336,0,stationary
1365970066,43.7591887,-72.329236,0,stationary
1365971266,43.7591904,-72.3292343,0,stationary
1365972466,43.7591855,-72.3292389,0,stationary
1365973666,43.7591907,-72.3292345,0,stationary
1365974866,43.7591908,-72.3292336,0,stationary
1365976066,43.7591908,-72.3292336,0,stationary
1365977266,43.7591912,-72.3292333,0,stationary
1365978466,43.7591912,-72.3292333,0,stationary
1365979666,43.7591815,-72.3292352,0,stationary
1365980866,43.7591843,-72.3292374,0,stationary
1365982066,43.7591883,-72.3292328,0,stationary
1365983266,43.6963298,-72.2833326,0,stationary
1365984460,43.77102168,-72.32395946,257.8999939,
1365985660,43.75943847,-72.32887891,263.6000061,
1365986866,43.7591835,-72.3292359,0,stationary
1365988066,43.7591835,-72.3292359,0,stationary
1365989266,43.7591883,-72.3292328,0,stationary
1365990466,43.759186,-72.3292325,0,stationary
1365991666,43.7591889,-72.3292329,0,stationary
1365992866,43.7591908,-72.3292367,0,stationary
1365994066,43.7591948,-72.3292371,0,stationary
1365995266,43.7591906,-72.3292333,0,stationary
1365996466,43.7591865,-72.3292359,0,stationary
1365997666,43.7591865,-72.329236,0,stationary
1365998866,43.7591883,-72.3292352,0,stationary
1366000066,43.7591821,-72.3292329,0,stationary
1366001266,43.7591863,-72.3292352,0,stationary
1366002466,43.7591847,-72.329233,0,stationary
1366003666,43.7591847,-72.329233,0,stationary
1366004866,43.7591793,-72.3292371,0,stationary
1366006066,43.7591948,-72.3292352,0,stationary
1366007266,43.7591875,-72.3292332,0,stationary
1366008466,43.7591803,-72.3292339,0,stationary
1366009666,43.7591835,-72.3292374,0,stationary
1366010866,43.7591927,-72.3292355,0,stationary
1366012066,43.6083896,-72.162072,0,moving
1366013266,43.6963298,-72.2833326,0,moving
1366014466,43.6963298,-72.2833326,0,moving
1366015666,43.6963298,-72.2833326,0,stationary
1366016866,43.6963298,-72.2833326,0,moving
1366018020,43.75922289,-72.32917618,252.6000061,
1366019266,43.6963298,-72.2833326,0,stationary
1366020466,43.6963298,-72.2833326,0,stationary
1366021619,43.75940095,-72.3291597,196.8999939,
1366022866,43.6963298,-72.2833326,0,stationary
1366024066,43.6963298,-72.2833326,0,stationary
1366025266,43.6963298,-72.2833326,0,moving
1366026466,43.6963298,-72.2833326,0,stationary
1366027666,43.7055009,-72.2886607,0,moving
1366028866,43.7066466,-72.2873268,0,moving
1366030066,43.7066293,-72.2873189,0,stationary
1366031267,43.706779,-72.2871303,0,moving
1366032466,43.7069293,-72.2870495,0,moving
1366033666,43.7080425,-72.2848771,0,moving
1366034866,43.7089606,-72.2841497,0,moving
1366036066,43.7089563,-72.284142,0,moving
1366037266,43.7089543,-72.2841538,0,stationary
1366038466,43.7089179,-72.2841468,0,stationary
1366039666,43.700767,-72.2860111,0,moving
1366040866,43.6996484,-72.2890836,0,moving
1366042066,43.6997548,-72.2891005,0,moving
1366043266,43.6995969,-72.28938,0,stationary
1366044466,43.6996214,-72.2893184,0,moving
1366045666,43.6998386,-72.2889979,0,moving
1366046866,43.6996315,-72.2893339,0,moving
1366048066,43.706143,-72.2867412,0,moving
1366049266,43.7089818,-72.2841031,0,moving
1366050466,43.7089633,-72.2840546,0,moving
1366051666,43.7089889,-72.284015,0,stationary
1366052866,43.7052121,-72.2886632,0,moving
1366054066,43.7069394,-72.2870129,0,moving
1366055267,43.7069108,-72.2870249,0,moving
1366056466,43.7070173,-72.2869791,0,stationary
1366057666,43.7069974,-72.2870092,0,stationary
1366058868,43.7070206,-72.2869719,0,moving
1366060066,43.7066753,-72.2873758,0,moving
1366061266,43.7066431,-72.2873117,0,moving
1366062466,43.7066972,-72.2873262,0,stationary
1366063666,43.706619,-72.2870459,0,moving
1366064866,43.7007687,-72.2860165,0,moving
1366066066,43.6963347,-72.2833198,0,moving
1366067266,43.7591937,-72.3292344,0,moving
1366068466,43.7591989,-72.3292363,0,stationary
1366069666,43.7591809,-72.3292388,0,stationary
1366070866,43.7591956,-72.3292356,0,stationary
1366072066,43.7591951,-72.3292362,0,stationary
1366073266,43.7591963,-72.3292348,0,stationary
1366074466,43.7591981,-72.3292362,0,stationary
1366075666,43.7591981,-72.3292362,0,stationary
1366076866,43.7591982,-72.3292362,0,stationary
1366078066,43.7591995,-72.329235,0,stationary
1366079266,43.7591957,-72.3292341,0,stationary
1366080466,43.7591995,-72.329235,0,stationary
1366081666,43.7592018,-72.3292348,0,stationary
1366082866,43.7593609,-72.3291786,0,moving
1366084060,43.75924856,-72.32897692,266.2000122,
1366085260,43.75899579,-72.32903844,266,
1366086466,43.7592306,-72.329231,0,moving
1366087666,43.75918,-72.3292376,0,stationary
1366088866,43.75918,-72.3292376,0,stationary
1366090066,43.7592309,-72.329229,0,stationary
1366091266,43.7591783,-72.3292355,0,stationary
1366092466,43.7591886,-72.329237,0,stationary
1366093666,43.7591886,-72.329237,0,stationary
1366094866,43.7592303,-72.3292306,0,stationary
1366096066,43.7592303,-72.3292306,0,stationary
1366097266,43.7592303,-72.3292306,0,stationary
1366098466,43.7592303,-72.3292306,0,stationary
1366099666,43.7592303,-72.3292306,0,stationary
1366100866,43.7591886,-72.329237,0,stationary
1366102066,43.7591886,-72.329237,0,stationary
1366103266,43.7591783,-72.3292355,0,stationary
1366104466,43.7591783,-72.3292355,0,stationary
1366105666,43.7591783,-72.3292355,0,stationary
1366106801,43.75934882,-72.32906636,236.6000061,
1366108066,43.7592303,-72.3292306,0,stationary
1366109266,43.7592303,-72.3292306,0,stationary
1366109267,43.7592303,-72.3292306,0,stationary
1366114066,43.6963347,-72.2833198,0,stationary
1366115266,43.7025472,-72.290344,0,stationary
1366116466,43.7007687,-72.2860165,0,stationary
1366117666,43.7043257,-72.2946714,0,stationary
1366118866,43.6926268,-72.2785222,0,stationary
1366120066,43.7043257,-72.2946714,0,stationary
1366121266,43.7087563,-72.2856255,0,stationary
1366122466,43.7087563,-72.2856255,0,stationary
1366123666,43.7087563,-72.2856255,0,stationary
1366124866,43.7043257,-72.2946714,0,stationary
1366126066,43.7087563,-72.2856255,0,stationary
1366127266,43.7058025,-72.2916561,0,stationary
1366128466,43.7087563,-72.2856255,0,stationary
1366129666,43.7058025,-72.2916561,0,stationary
1366130866,43.7087563,-72.2856255,0,stationary
1366132066,43.7058025,-72.2916561,0,stationary
1366133266,43.7072794,-72.2886408,0,stationary
1366134466,43.7087563,-72.2856255,0,stationary
1366135666,43.7058025,-72.2916561,0,stationary
1366136866,43.706541,-72.2901484,0,stationary
1366138066,43.7087563,-72.2856255,0,stationary
1366139266,43.7043257,-72.2946714,0,stationary
1366140466,43.7087563,-72.2856255,0,stationary
1366141666,43.7087563,-72.2856255,0,stationary
1366142866,43.7007687,-72.2860165,0,stationary
1366144066,43.7007687,-72.2860165,0,stationary
1366145266,43.7007687,-72.2860165,0,stationary
1366146466,43.7007687,-72.2860165,0,stationary
1366147666,43.7041933,-72.2967709,0,stationary
1366148866,43.7041933,-72.2967709,0,stationary
1366150066,43.7109347,-72.2944839,0,stationary
1366151266,43.7007687,-72.2860165,0,stationary
1366152466,43.7007687,-72.2860165,0,stationary
1366153666,43.7007687,-72.2860165,0,stationary
1366156691,43.6963347,-72.2833198,0,
1366160108,43.6963347,-72.2833198,0,
1366161308,43.7592319,-72.3292281,0,stationary
1366162508,43.7592304,-72.3292304,0,stationary
1366163708,43.7592304,-72.3292304,0,stationary
1366164908,43.7592304,-72.3292304,0,stationary
1366166108,43.7592304,-72.3292304,0,stationary
1366167308,43.7592304,-72.3292304,0,stationary
1366168508,43.7592003,-72.3292339,0,stationary
1366169708,43.7592003,-72.3292339,0,stationary
1366170908,43.7592003,-72.3292339,0,stationary
1366172108,43.7592304,-72.3292304,0,stationary
1366173308,43.7592304,-72.3292304,0,stationary
1366174508,43.7592304,-72.3292304,0,stationary
1366175708,43.7592304,-72.3292304,0,stationary
1366176908,43.7592003,-72.3292339,0,stationary
1366178108,43.7592304,-72.3292304,0,stationary
1366179308,43.6963352,-72.2833196,0,moving
1366180508,43.7591762,-72.3292371,0,moving
1366181708,43.759202,-72.3292346,0,stationary
1366182908,43.7592307,-72.3292305,0,stationary
1366184108,43.7597452,-72.3289764,0,moving
1366185308,43.7598397,-72.328925,0,stationary
1366186508,43.7592306,-72.329231,0,moving
1366187708,43.7592306,-72.329231,0,stationary
1366188908,43.7592306,-72.329231,0,stationary
1366190108,43.7592306,-72.329231,0,stationary
1366191308,43.7592306,-72.329231,0,stationary
1366192508,43.7592306,-72.329231,0,stationary
1366193708,43.7591925,-72.3292332,0,stationary
1366194908,43.7592306,-72.329231,0,stationary
1366196108,43.7591925,-72.3292332,0,stationary
1366197197,43.75909897,-72.32926738,208.1000061,
1366198508,43.7591937,-72.3292352,0,stationary
1366199708,43.6959844,-72.2888877,0,stationary
1366200908,43.7050292,-72.2885255,0,moving
1366202108,43.7049777,-72.2887648,0,moving
1366203308,43.7052373,-72.2880508,0,moving
1366204508,43.704935,-72.2884235,0,moving
1366205708,43.7052367,-72.2880551,0,moving
1366206908,43.7050511,-72.2880122,0,stationary
1366208108,43.7089169,-72.2841331,0,moving
1366209308,43.7088188,-72.2842136,0,moving
1366210508,43.7088969,-72.2841837,0,stationary
1366211698,43.70886883,-72.28422495,143.8999939,
1366212908,43.7007687,-72.2860165,0,moving
1366214108,43.6996376,-72.2891664,0,moving
1366215308,43.6996269,-72.2893199,0,stationary
1366216512,43.70308347,-72.28906961,133.1000061,
1366217708,43.7087508,-72.2856298,0,moving
1366218908,43.7094108,-72.2838407,0,moving
1366220108,43.7092964,-72.2839324,0,moving
1366221308,43.7089556,-72.2841314,0,moving
1366222508,43.7088882,-72.2840975,0,stationary
1366223708,43.7089024,-72.2840525,0,stationary
1366224908,43.7089034,-72.2840508,0,stationary
1366226066,43.70516472,-72.28798378,160.6999969,
1366227308,43.7066264,-72.2874159,0,moving
1366228508,43.7066218,-72.2873463,0,moving
1366229708,43.706636,-72.2873817,0,stationary
1366230908,43.7066416,-72.287335,0,stationary
1366232108,43.7066336,-72.2873667,0,stationary
1366233308,43.7066222,-72.2874272,0,stationary
1366234508,43.7066452,-72.2873224,0,stationary
1366235708,43.7066377,-72.2873172,0,stationary
1366236908,43.7066449,-72.2873724,0,stationary
1366238108,43.7066428,-72.2874164,0,stationary
1366239308,43.7066519,-72.2874248,0,stationary
1366240508,43.7066399,-72.2873677,0,stationary
1366241708,43.7033619,-72.2856916,0,moving
1366242914,43.70119593,-72.29059041,158.5,
1366244108,43.6963352,-72.2833196,0,moving
1366245308,43.7591798,-72.3292371,0,moving
1366246508,43.7591798,-72.3292371,0,stationary
1366247708,43.759182,-72.3292328,0,stationary
1366248908,43.759182,-72.3292328,0,stationary
1366250108,43.759182,-72.3292328,0,stationary
1366251308,43.759182,-72.3292328,0,stationary
1366252508,43.759182,-72.3292328,0,stationary
1366253708,43.759182,-72.3292328,0,stationary
1366254908,43.759182,-72.3292328,0,stationary
1366256108,43.759182,-72.3292328,0,stationary
1366257308,43.759182,-72.3292328,0,stationary
1366258508,43.759182,-72.3292328,0,stationary
1366259708,43.7591809,-72.3292332,0,stationary
1366260908,43.7591809,-72.3292332,0,stationary
1366262108,43.7591809,-72.3292332,0,stationary
1366263308,43.7591809,-72.3292332,0,stationary
1366264508,43.7591809,-72.3292332,0,stationary
1366265708,43.7591809,-72.3292332,0,stationary
1366266908,43.7591809,-72.3292332,0,stationary
1366268108,43.7591809,-72.3292332,0,stationary
1366269308,43.7591809,-72.3292332,0,stationary
1366270508,43.7591809,-72.3292332,0,stationary
1366271708,43.7591809,-72.3292332,0,stationary
1366272908,43.7591809,-72.3292332,0,stationary
1366274108,43.7591809,-72.3292332,0,stationary
1366275308,43.7591809,-72.3292332,0,stationary
1366276508,43.7591809,-72.3292332,0,stationary
1366277708,43.7591809,-72.3292332,0,stationary
1366278908,43.7591809,-72.3292332,0,stationary
1366280108,43.7591809,-72.3292332,0,stationary
1366281308,43.7591809,-72.3292332,0,stationary
1366282508,43.7591809,-72.3292332,0,stationary
1366283708,43.7591891,-72.3292348,0,stationary
1366284908,43.7591891,-72.3292348,0,stationary
1366286003,43.74809333,-72.32690658,213.6000061,
1366287308,43.7049819,-72.2888251,0,moving
1366288508,43.7049296,-72.2883288,0,moving
1366289708,43.705108,-72.2878209,0,moving
1366290908,43.7049868,-72.2883781,0,stationary
1366292108,43.7052368,-72.2881805,0,moving
1366293308,43.7052342,-72.2876899,0,moving
1366294508,43.7049421,-72.2885578,0,moving
1366295708,43.7050416,-72.28859,0,moving
1366296908,43.7048769,-72.2884027,0,moving
1366298108,43.7051965,-72.2878247,0,moving
1366299308,43.7050776,-72.2887359,0,moving
1366300508,43.7087508,-72.2856298,0,moving
1366301708,43.7089683,-72.284143,0,moving
1366302908,43.7089592,-72.2841363,0,moving
1366304108,43.7088675,-72.2841681,0,stationary
1366305308,43.7066445,-72.2873447,0,moving
1366306508,43.7066403,-72.2873439,0,stationary
1366307708,43.7066383,-72.2873483,0,stationary
1366308908,43.7066535,-72.2874021,0,stationary
1366310108,43.706621,-72.287416,0,stationary
1366311308,43.706604,-72.2874034,0,stationary
1366312508,43.7066346,-72.287426,0,stationary
1366313708,43.7066235,-72.2873545,0,stationary
1366314908,43.7066429,-72.2873778,0,stationary
1366316108,43.7058586,-72.2869784,0,moving
1366317308,43.7058056,-72.2867448,0,stationary
1366318508,43.7057822,-72.2867799,0,stationary
1366319708,43.7057733,-72.2868281,0,stationary
1366320908,43.7066296,-72.2873945,0,moving
1366322108,43.7066222,-72.2874253,0,moving
1366322109,43.7066222,-72.2874253,0,moving
1366324508,43.7592113,-72.3292356,0,moving
1366325708,43.759208,-72.3292363,0,moving
1366326908,43.7591882,-72.3292356,0,stationary
1366328108,43.7591843,-72.3292367,0,stationary
1366329308,43.7591797,-72.3292344,0,stationary
1366330508,43.7591775,-72.3292364,0,stationary
1366331708,43.7592096,-72.3292354,0,stationary
1366332908,43.7592295,-72.3292308,0,stationary
1366334108,43.7592294,-72.3292317,0,stationary
1366335308,43.7592291,-72.329231,0,stationary
1366336508,43.7592297,-72.3292267,0,stationary
1366337708,43.6084229,-72.1620487,0,stationary
1366338903,43.75921355,-72.32917927,238,
1366340108,43.6927353,-72.2786634,0,stationary
1366341165,43.75935436,-72.32926338,249.6000061,
1366343708,43.6963365,-72.2833211,0,moving
1366343713,43.6963365,-72.2833211,0,moving
1366346108,43.7591302,-72.3292308,0,moving
1366347308,43.7591302,-72.3292308,0,stationary
1366347410,43.75929047,-72.32926013,240.3999939,
1366349097,43.7591302,-72.3292307,0,stationary
1366350908,43.7591302,-72.3292306,0,stationary
1366352108,43.7591314,-72.329231,0,stationary
1366353308,43.7591314,-72.329231,0,stationary
1366354508,43.7591305,-72.3292315,0,stationary
1366355708,43.7591305,-72.3292315,0,stationary
1366356908,43.7591305,-72.3292315,0,stationary
1366358108,43.7591305,-72.3292315,0,stationary
1366359308,43.7591305,-72.3292315,0,stationary
1366360508,43.7591305,-72.3292315,0,stationary
1366361708,43.7591305,-72.3292315,0,stationary
1366362908,43.7591305,-72.3292315,0,stationary
1366364108,43.7591305,-72.3292315,0,stationary
1366365308,43.7591305,-72.3292315,0,stationary
1366366508,43.7591305,-72.3292315,0,stationary
1366367708,43.7591305,-72.3292315,0,stationary
1366368908,43.7591305,-72.3292315,0,stationary
1366370030,43.7595807,-72.3290217,0,moving
1366371308,43.7591308,-72.3292307,0,stationary
1366372508,43.7591306,-72.3292306,0,stationary
1366373714,43.70408214,-72.28705454,133,
1366374910,43.70661283,-72.2873598,139,
1366376108,43.7066127,-72.2873241,0,stationary
1366377308,43.7066382,-72.2873068,0,stationary
1366378509,43.7066358,-72.2873555,0,stationary
1366379710,43.70666444,-72.28739843,134.3999939,
1366380790,43.7089723,-72.2841248,0,stationary
1366381997,43.7089915,-72.2841466,0,stationary
1366383308,43.7089197,-72.2841475,0,stationary
1366384463,43.7066,-72.2870081,0,moving
1366385689,43.7066767,-72.2873443,0,stationary
1366386909,43.6535552,-72.3407392,0,moving
1366388108,43.6996203,-72.2894009,0,stationary
1366389308,43.6535552,-72.3407392,0,moving
1366390513,43.70664112,-72.28823941,152.1999969,
1366391708,43.7089158,-72.2841814,0,moving
1366392908,43.7093812,-72.2837947,0,stationary
1366394109,43.7089161,-72.2841286,0,moving
1366395309,43.7089732,-72.2840102,0,moving
1366396508,43.7089923,-72.2839343,0,moving
1366397708,43.7089369,-72.2839801,0,stationary
1366398908,43.7066465,-72.2873219,0,moving
1366400113,43.70506982,-72.28934661,156,
1366401308,43.6992931,-72.2991955,0,stationary
1366401761,43.63193163,-72.30679503,100.4000015,
